"","0.877","X2","6","X4","X5","X6","X7","7","X9","X10","X11","X12","X13","X14","X15","X16","8","X18","X19","X20","X21","9","X23","X24","X25","X26","X27","X28","X29","X30","10","X32","X33","X34","X35","X36","X37","X38","X39","11","X41","X42","X43","X44","X45","X46","X47","X48","12","X50","X51","X52","X53","X54","X55","X56","X57","13","X59","X60","X61","X62","X63","X64","X65","X66"
"1","Affordibility Attribute Totals
(sorted by winner below)",NA,"Consumption tax rate","raw data","difference","score","weighted score","Rental housing","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","GINI coefficient","raw data","difference","score","weighted score","Cost of one minute prepaid cellular","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Food 12 eggs","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Monthly transit pass","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Price per square meter to buy an apartment","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score","Tube of toothpaste","raw data","exchange rate","value in USD","minimum wage","tied to wage","difference","raw score","weighted score"
"51","Tel Aviv",77.7711806430541,"Tel Aviv","0.13","0.13","43.478260869565219","38.130434782608695","Tel Aviv","7613.78","0.27729999999999999","2111.3011939999997","6.41","329.37616131045235","329.37616131045235","96.951692805461249","85.02663459038952","Tel Aviv","0.37","8.7000000000000022E-2","84.816753926701566","74.384293193717269","Tel Aviv","0.6","0.27729999999999999","0.16638","6.4109999999999996","2.5952269536733741E-2","1.5364550238488126E-2","98.495822537816579","86.380836365665147","Tel Aviv","12.91","0.27729999999999999","3.5799430000000001","6.41","0.55849344773790954","0.28978179129619175","99.147633579713442","86.952474649408686","Tel Aviv","128","0.27729999999999999","35.494399999999999","6.41","5.5373478939157561","5.5366782510586132","95.774983424146669","83.994660462976626","Tel Aviv","27854.55","0.27729999999999999","7724.0667149999999","6.41","1205.0026076443057","1202.1276076443057","92.764435528657287","81.354409958632445","Tel Aviv","17.72","0.27729999999999999","4.9137559999999993","6.41","0.76657659906396247","0.61487305610559218","97.999659225808813","85.945701141034334"
"52","Tokyo",79.1846287103773,"Tokyo","0.08","0.08","65.217391304347828","57.195652173913047","Tokyo","329563","1.0200000000000001E-2","3361.5426000000002","9.1","369.40028571428576","369.40028571428576","96.581277940311608","84.701780753653281","Tokyo","0.42","0.13700000000000001","76.090750436300169","66.731588132635252","Tokyo","40.450000000000003","1.0200000000000001E-2","0.41259000000000007","9.1","4.5339560439560452E-2","3.475184114131484E-2","96.597821908043827","84.716289813354436","Tokyo","279","1.0200000000000001E-2","2.8458000000000001","9.1","0.31272527472527473","4.4013618283556932E-2","99.870538000015785","87.586461826013846","Tokyo","7479","1.0200000000000001E-2","76.285800000000009","9.1","8.3830549450549459","8.3823853021978039","93.603435987958392","82.09021336143951","Tokyo","724049.87","1.0200000000000001E-2","7385.3086740000008","9.1","811.57238175824193","808.69738175824193","95.132478443794994","83.431183595208211","Tokyo","346.77","1.0200000000000001E-2","3.5370539999999999","9.1","0.38868725274725274","0.23698370978888247","99.229030817332827","87.02386002680089"
"53","Toronto",76.7749677347019,"Toronto","0.13","0.13","43.478260869565219","38.130434782608695","Toronto","2339.1","0.97109999999999996","2271.5000099999997","9.9499999999999993","228.29145829145727","228.29145829145727","97.887210501230925","85.847083609579528","Toronto","0.41799999999999998","0.13500000000000001","76.43979057591622","67.037696335078522","Toronto","0.52","0.97109999999999996","0.50497199999999998","9.9529999999999994","5.0735657590676178E-2","4.014793829243056E-2","96.069548213567032","84.252993783298294","Toronto","3.65","0.97109999999999996","3.5445149999999996","9.9499999999999993","0.35623266331658288","8.7521006874865082E-2","99.742565027995312","87.474229529551891","Toronto","123","0.97109999999999996","119.44529999999999","9.9499999999999993","12.004552763819095","12.003883120961953","90.839885783326267","79.666579831977131","Toronto","6529.55","0.97109999999999996","6340.8460050000003","9.9499999999999993","637.27095527638198","634.39595527638198","96.181592698169283","84.351256796294464","Toronto","2.4900000000000002","0.97109999999999996","2.4180390000000003","9.9499999999999993","0.24301899497487442","9.1315452016504151E-2","99.702927262516212","87.43946720922672"
"54","Vancouver",76.2376430694136,"Vancouver","0.12","0.12","47.826086956521749","41.943478260869576","Vancouver","2394.41","0.97109999999999996","2325.2115509999999","9.9499999999999993","233.68960311557788","233.68960311557788","97.837251804648091","85.803269832676378","Vancouver","0.483","0.2","65.095986038394415","57.0891797556719","Vancouver","0.3","0.97109999999999996","0.29132999999999998","9.9529999999999994","2.9270571686928565E-2","1.868285238868295E-2","98.170963350299687","86.095934858212829","Vancouver","4.0","0.97109999999999996","3.8843999999999999","9.9499999999999993","0.39039195979899499","0.1216803033572772","99.642088606989063","87.386111708329409","Vancouver","103.4","0.97109999999999996","100.41173999999999","9.9499999999999993","10.09163216080402","10.090962517946878","92.299627688047707","80.946773482417839","Vancouver","7851.31","0.97109999999999996","7624.4071409999997","9.9499999999999993","766.27207447236185","763.39707447236185","95.40513942575258","83.670307276385017","Vancouver","4.1900000000000004","0.97109999999999996","4.0689090000000006","9.9499999999999993","0.40893557788944734","0.25723203493107705","99.163157788764053","86.96608938074607"
"55","Warsaw",73.1390597616909,"Warsaw","0.23","0.23","0","0","Warsaw","4275.1499999999996","0.31690000000000002","1354.7950349999999","2.66","509.32144172932323","509.32144172932323","95.286337028826523","83.566117574280867","Warsaw","0.32779999999999998","4.4800000000000006E-2","92.181500872600353","80.843176265270515","Warsaw","0.26800000000000002","0.31690000000000002","8.492920000000001E-2","2.6619999999999999","3.1904282494365145E-2","2.1316563196119531E-2","97.913125120285542","85.869810730490414","Warsaw","8.8800000000000008","0.31690000000000002","2.8140720000000004","2.66","1.0579218045112784","0.78921014806956058","97.678611117161964","85.664141949751041","Warsaw","73.5","0.31690000000000002","23.292149999999999","2.66","8.7564473684210515","8.7557777255639095","93.318501753660371","81.840326037960139","Warsaw","10044.19","0.31690000000000002","3183.0038110000005","2.66","1196.6179740601506","1193.7429740601506","92.814902348053963","81.398669359243328","Warsaw","6.48","0.31690000000000002","2.0535120000000004","2.66","0.77199699248120313","0.62029344952283283","97.982025286807911","85.930236176530542"
"56","Washington",78.2686035161128,"Washington","5.7500000000000002E-2","5.7500000000000002E-2","75","65.775000000000006","Washington","2691.58","1","2691.58","8.25","326.25212121212121","326.25212121212121","96.980605140433781","85.051990708160432","Washington","0.43719999999999998","0.1542","73.089005235602087","64.099057591623037","Washington","0.89","1","0.89","8.25","0.10787878787878788","9.7291068580542261E-2","90.475280411137291","79.34682092056741","Washington","3.4","1","3.4","8.25","0.41212121212121211","0.14340955567949432","99.578174014790065","87.33005861097088","Washington","176.68","1","176.68","8.25","21.415757575757578","21.415087932900434","83.658233802449814","73.368271044748482","Washington","5704.87","1","5704.87","8.25","691.49939393939394","688.62439393939394","95.855193602406587","84.065004789310578","Washington","2.95","1","2.95","8.25","0.3575757575757576","0.20587221461738733","99.330244542214132","87.112624463521797"
"57",NA,NA,"highest","0.23",NA,NA,NA,"highest","10805.242356756755",NA,NA,NA,NA,NA,NA,NA,"highest","0.85599999999999998",NA,NA,NA,"highest","1.032046332046332",NA,NA,NA,NA,NA,NA,NA,"highest","34.266037735849061",NA,NA,NA,NA,NA,NA,NA,"highest","131.04579459459458",NA,NA,NA,NA,NA,NA,NA,"highest","16617.026009302324",NA,NA,NA,NA,NA,NA,NA,"highest","30.890118918918919",NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"lowest","0",NA,NA,NA,"lowest","2.6862053571428571E-2",NA,NA,NA,NA,NA,NA,NA,"lowest","0.28299999999999997",NA,NA,NA,"lowest","1.0587719298245615E-2",NA,NA,NA,NA,NA,NA,NA,"lowest","0.26871165644171779",NA,NA,NA,NA,NA,NA,NA,"lowest","6.6964285714285704E-4",NA,NA,NA,NA,NA,NA,NA,"lowest","2.8750000000000004",NA,NA,NA,NA,NA,NA,NA,"lowest","0.15170354295837027",NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"difference","0.23",NA,NA,NA,"difference","10805.215494703183",NA,NA,NA,NA,NA,NA,NA,"difference","0.57299999999999995",NA,NA,NA,"difference","1.0214586127480865",NA,NA,NA,NA,NA,NA,NA,"difference","33.997326079407344",NA,NA,NA,NA,NA,NA,NA,"difference","131.04512495173745",NA,NA,NA,NA,NA,NA,NA,"difference","16614.151009302324",NA,NA,NA,NA,NA,NA,NA,"difference","30.73841537596055",NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA,"count","55",NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA,"count","55",NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,"ratio","434.78260869565213",NA,NA,NA,"ratio","9.2547899714745096E-3",NA,NA,NA,NA,NA,NA,NA,"ratio","174.52006980802793",NA,NA,NA,"ratio","97.899218580148329",NA,NA,NA,NA,NA,NA,NA,"ratio","2.9414077967905659",NA,NA,NA,NA,NA,NA,NA,"ratio","0.76309591857636028",NA,NA,NA,NA,NA,NA,NA,"ratio","6.0189653954637601E-3",NA,NA,NA,NA,NA,NA,NA,"ratio","3.2532581389412329",NA,NA,NA,NA,NA,NA,NA
"62","Tehran",80.6060372374417,"Dubai","0","0","100","87.7","Tehran","601.71","1E-4","6.0171000000000009E-2","2.2400000000000002","2.6862053571428571E-2","2.6862053571428571E-2","99.999751397335999","87.699781975463665","Berlin","0.28299999999999997","0","100","87.7","Berlin","0.09","1.3277000000000001","0.119493","11.286","1.0587719298245615E-2","0","100","87.7","Detroit","2.19","1","2.19","8.15","0.26871165644171779","0","100","87.7","Tehran","15","1E-4","1.5E-3","2.2400000000000002","6.6964285714285704E-4","0","100","87.7","Beirut","5750","6.9999999999999999E-4","4.0250000000000004","1.4","2.8750000000000004","0","100","87.7","Berlin","1.29","1.3277000000000001","1.7127330000000003","11.29","0.15170354295837027","0","100","87.7"
"63","Detroit",80.4304154799468,"Hong Kong","0","0","100","87.7","Berlin","1115.2","1.3277000000000001","1480.6510400000002","11.29","131.14712488928257","131.14712488928257","98.786260903786953","86.635550812621162","Dubai","0.3","1.7000000000000015E-2","97.033158813263526","85.098080279232107","Detroit","0.16","1","0.16","8.15","1.9631901840490799E-2","9.0441825422451841E-3","99.114581596417977","86.92348806005856","Chicago","2.37","1","2.37","8.25","0.28727272727272729","1.8561070831009496E-2","99.945404321540892","87.652119589991358","Lagos","250","6.3E-3","1.575","0.71","2.2183098591549295","2.2176402162977866","98.307727802072364","86.215877282417466","Detroit","835.65","1","835.65","8.15","102.53374233128834","99.658742331288337","99.400157478552529","87.173938108690564","Montreal","1.86","0.97109999999999996","1.806246","10.050000000000001","0.17972597014925373","2.8022427190883464E-2","99.908835810668364","87.620049005956162"
"64","Sydney",80.3428281595625,"Tehran","0.04","0.04","82.608695652173907","72.44782608695651","Montreal","1670.69","0.97109999999999996","1622.4070589999999","10.050000000000001","161.43353820895521","161.43353820895521","98.505966509524114","86.389732628852641","Karachi","0.3","1.7000000000000015E-2","97.033158813263526","85.098080279232107","Rome","0.13","1.3277000000000001","0.17260100000000003","7.9660000000000002","2.1667210645242282E-2","1.1079491346996668E-2","98.915326454863518","86.748741300915299","Dallas","2.2200000000000002","1","2.2200000000000002","7.25","0.30620689655172417","3.7495240110006378E-2","99.889711208397898","87.603276729764957","Boston","26","1","26","8","3.25","3.2493303571428571","97.520449266358014","85.525434006595972","Moscow","6833.37","3.1399999999999997E-2","214.56781799999999","1.21","177.32877520661157","174.45377520661157","98.949968763923394","86.779122605960822","Los Angeles","1.86","1","1.86","9","0.20666666666666667","5.4963123708296396E-2","99.821190770454351","87.54318430568847"
"65","Montreal",80.2271297864521,"Lagos","0.05","0.05","78.260869565217391","68.634782608695659","Sydney","3150.02","0.96499999999999997","3039.7692999999999","16.28","186.71801597051595","186.71801597051595","98.271963978302452","86.184512408971244","Cairo","0.308","2.5000000000000022E-2","95.636998254799295","83.873647469458987","Tel Aviv","0.6","0.27729999999999999","0.16638","6.4109999999999996","2.5952269536733741E-2","1.5364550238488126E-2","98.495822537816579","86.380836365665147","Osaka","254.95","1.0200000000000001E-2","2.6004900000000002","8.39","0.30995113230035759","4.1239475858639796E-2","99.878697884173846","87.593618044420467","Montreal","49.25","0.97109999999999996","47.826675000000002","10.050000000000001","4.7588731343283577","4.7582034914712148","96.369034335902526","84.515643112586517","Buenos Aires","3486.11","0.1832","638.65535199999999","3.44","185.65562558139536","182.78062558139536","98.899849739664361","86.73516822168564","Chicago","1.81","1","1.81","8.25","0.21939393939393939","6.7690396435569122E-2","99.779785666867824","87.50687202984308"
"66","Osaka",79.358053570066,"Lima","0.05","0.05","78.260869565217391","68.634782608695659","Detroit","1562","1","1562","8.15","191.65644171779141","191.65644171779141","98.226259885221694","86.14442991933943","Seoul","0.311","2.8000000000000025E-2","95.113438045375219","83.414485165794062","New Delhi","1","1.7100000000000001E-2","1.7100000000000001E-2","0.62","2.7580645161290322E-2","1.6992925863044708E-2","98.33640583661753","86.24102791871357","Tokyo","279","1.0200000000000001E-2","2.8458000000000001","9.1","0.31272527472527473","4.4013618283556932E-2","99.870538000015785","87.586461826013846","Los Angeles","43","1","43","9","4.7777777777777777","4.7771081349206348","96.35460827964414","84.502991461247916","Dallas","2009.26","1","2009.26","7.25","277.13931034482761","274.26431034482761","98.349212606823755","86.252259456184433","Detroit","1.94","1","1.94","8.15","0.23803680981595091","8.6333266857580637E-2","99.719135596934194","87.453681918511293"
"67","Boston",79.3284610071227,"Washington","5.7500000000000002E-2","5.7500000000000002E-2","75","65.775000000000006","Dallas","1542.08","1","1542.08","7.25","212.7006896551724","212.7006896551724","98.031499790453594","85.973625316227796","Paris","0.32","3.7000000000000033E-2","93.542757417102962","82.0369982547993","Paris","0.27","1.3277000000000001","0.35847900000000005","12.521000000000001","2.8630221228336396E-2","1.8042501930090781E-2","98.233653159813301","86.150913821156266","Sydney","5.53","0.96499999999999997","5.3364500000000001","16.28","0.32779176904176904","5.9080112600051249E-2","99.826221296162942","87.547596076734905","Dallas","40","1","40","7.25","5.5172413793103452","5.5165717364532023","95.79032662337886","84.008116448703262","Montreal","3798.09","0.97109999999999996","3688.3251989999999","10.050000000000001","366.99753223880595","364.12253223880595","97.808359078745994","85.777930912060242","Toronto","2.4900000000000002","0.97109999999999996","2.4180390000000003","9.9499999999999993","0.24301899497487442","9.1315452016504151E-2","99.702927262516212","87.43946720922672"
"68","Tokyo",79.1846287103773,"Detroit","0.06","0.06","73.913043478260875","64.821739130434793","Osaka","186364","1.0200000000000001E-2","1900.9128000000001","8.39","226.56886769964242","226.56886769964242","97.90315271536501","85.861064931375111","Warsaw","0.32779999999999998","4.4800000000000006E-2","92.181500872600353","80.843176265270515","Vancouver","0.3","0.97109999999999996","0.29132999999999998","9.9529999999999994","2.9270571686928565E-2","1.868285238868295E-2","98.170963350299687","86.095934858212829","Miami","2.76","1","2.76","8.0500000000000007","0.3428571428571428","7.414548641542501E-2","99.781907888160845","87.508733217917055","Tel Aviv","128","0.27729999999999999","35.494399999999999","6.41","5.5373478939157561","5.5366782510586132","95.774983424146669","83.994660462976626","Boston","2955.42","1","2955.42","8","369.42750000000001","366.55250000000001","97.793733186879265","85.765104004893118","Sydney","4.12","0.96499999999999997","3.9758","16.28","0.24421375921375921","9.2510216255388938E-2","99.699040386031939","87.436058418550004"
"69","Dallas",78.6528830204331,"Boston","6.25E-2","6.25E-2","72.826086956521749","63.868478260869573","Toronto","2339.1","0.97109999999999996","2271.5000099999997","9.9499999999999993","228.29145829145727","228.29145829145727","97.887210501230925","85.847083609579528","Sydney","0.33","4.7000000000000042E-2","91.79755671902268","80.506457242582897","Warsaw","0.26800000000000002","0.31690000000000002","8.492920000000001E-2","2.6619999999999999","3.1904282494365145E-2","2.1316563196119531E-2","97.913125120285542","85.869810730490414","Montreal","3.64","0.97109999999999996","3.5348039999999998","10.050000000000001","0.35172179104477608","8.3010134603058283E-2","99.755833342865927","87.485865841693425","Detroit","47","1","47","8.15","5.7668711656441713","5.7662015227870285","95.599835152272419","83.841055428542916","Chicago","3274.92","1","3274.92","8.25","396.96000000000004","394.08500000000004","97.628016022128662","85.619770051406832","Paris","2.54","1.3277000000000001","3.3723580000000002","12.52","0.26935766773162939","0.11765412477325912","99.617240761001383","87.364320147398217"
"70","Seoul",78.64935400307,"Bangkok","7.0000000000000007E-2","7.0000000000000007E-2","69.565217391304344","61.008695652173913","Vancouver","2394.41","0.97109999999999996","2325.2115509999999","9.9499999999999993","233.68960311557788","233.68960311557788","97.837251804648091","85.803269832676378","Madrid","0.33200000000000002","4.9000000000000044E-2","91.448516579406629","80.200349040139614","London","0.17","1.5636000000000001","0.26581200000000005","7.85","3.3861401273885358E-2","2.3273681975639744E-2","97.721524721101986","85.701777180406438","Toronto","3.65","0.97109999999999996","3.5445149999999996","9.9499999999999993","0.35623266331658288","8.7521006874865082E-2","99.742565027995312","87.474229529551891","Rome","35","1.3277000000000001","46.469500000000004","7.97","5.8305520702634883","5.8298824274063454","95.551240513866176","83.79843793066064","Berlin","3528.85","1.3277000000000001","4685.2541449999999","11.29","414.99150974313557","412.11650974313557","97.519484988956762","85.524588335315087","Dallas","2.13","1","2.13","7.25","0.29379310344827586","0.14208956048990559","99.537745980877631","87.294603225229679"
"71","Washington",78.2686035161128,"Miami","7.0000000000000007E-2","7.0000000000000007E-2","69.565217391304344","61.008695652173913","Chicago","1995.56","1","1995.56","8.25","241.8860606060606","241.8860606060606","97.761395312063556","85.736743688679738","London","0.33700000000000002","5.4000000000000048E-2","90.575916230366488","79.435078534031405","Sydney","0.7","0.96499999999999997","0.67549999999999999","16.28","4.149262899262899E-2","3.0904909694383375E-2","96.974433490629821","85.046578171282349","Los Angeles","3.29","1","3.29","9","0.36555555555555558","9.6843899113837784E-2","99.715142600074955","87.450180060265737","Paris","64.540000000000006","1.3277000000000001","85.689758000000012","12.52","6.8442298722044743","6.8435602293473314","94.777707120453556","83.120049144637775","Miami","3632.82","1","3632.82","8.0500000000000007","451.28198757763971","448.40698757763971","97.301053858686032","85.333024234067651","Osaka","250","1.0200000000000001E-2","2.5500000000000003","8.39","0.3039332538736591","0.15222971091528884","99.504757453976168","87.265672287137093"
"72","Dubai",77.9443956379323,"Singapore","7.0000000000000007E-2","7.0000000000000007E-2","69.565217391304344","61.008695652173913","Miami","2026.88","1","2026.88","8.0500000000000007","251.7863354037267","251.7863354037267","97.669770348151275","85.656388595328664","Amsterdam","0.33800000000000002","5.5000000000000049E-2","90.401396160558448","79.282024432809763","Moscow","1.63","3.1399999999999997E-2","5.1181999999999991E-2","1.208","4.2369205298013239E-2","3.1781485999767628E-2","96.88861735530682","84.97131742060408","Amsterdam","2.56","1.3277000000000001","3.3989120000000002","9.2799999999999994","0.36626206896551727","9.7550412523799479E-2","99.713064456022366","87.44835752793162","Miami","56.25","1","56.25","8.0500000000000007","6.9875776397515521","6.9869079968944092","94.668319024101351","83.024115784136882","Los Angeles","4684.45","1","4684.45","9","520.49444444444441","517.61944444444441","96.884466475869715","84.967677099337735","New York City","2.68","1","2.68","8.75","0.30628571428571433","0.15458217132734406","99.497104292994109","87.258960464955834"
"73","Los Angeles",77.8929859444193,"Osaka","0.08","0.08","65.217391304347828","57.195652173913047","Amsterdam","1787.09","1.3277000000000001","2372.7193929999999","9.2799999999999994","255.68096907327586","255.68096907327586","97.633726331523761","85.624777992746331","Mumbai","0.33900000000000002","5.600000000000005E-2","90.226876090750423","79.128970331588121","Mumbai","1.1100000000000001","1.7100000000000001E-2","1.8981000000000001E-2","0.42799999999999999","4.4348130841121498E-2","3.3760411542875887E-2","96.694882091008225","84.801411593814208","Karachi","19.329999999999998","9.9000000000000008E-3","0.19136700000000001","0.52","0.36801346153846154","9.9301805096743745E-2","99.707912896253063","87.443839610013939","San Francisco","80","1","80","11.05","7.239819004524886","7.2391493616677431","94.475834668146675","82.85530700396464","Caracas","1866.67","0.1651","308.18721700000003","0.53","581.48531509433963","578.61031509433963","96.51736453598879","84.645728698062172","Miami","2.54","1","2.54","8.0500000000000007","0.31552795031055897","0.1638244073521887","99.467036913424266","87.232591373073078"
"74","Miami",77.8426797738627,"Tokyo","0.08","0.08","65.217391304347828","57.195652173913047","Madrid","1244.08","1.3277000000000001","1651.7650160000001","6.24","264.70593205128205","264.70593205128205","97.550202194661978","85.551527324718549","New Delhi","0.33900000000000002","5.600000000000005E-2","90.226876090750423","79.128970331588121","Tokyo","40.450000000000003","1.0200000000000001E-2","0.41259000000000007","9.1","4.5339560439560452E-2","3.475184114131484E-2","96.597821908043827","84.716289813354436","Vancouver","4.0","0.97109999999999996","3.8843999999999999","9.9499999999999993","0.39039195979899499","0.1216803033572772","99.642088606989063","87.386111708329409","Lima","29","0.37619999999999998","10.909799999999999","1.47","7.4216326530612236","7.4209630102040807","94.337093415007132","82.733630924961261","Quito","1300","1","1300","2.13","610.32863849765261","607.45363849765261","96.343757570534081","84.493475389358395","London","1.61","1.5636000000000001","2.5173960000000002","7.85","0.32068738853503187","0.1689838455766616","99.450251929028141","87.217870941757681"
"75","Tel Aviv",77.7711806430541,"Dallas","8.2500000000000004E-2","8.2500000000000004E-2","64.130434782608688","56.242391304347819","Los Angeles","2395.19","1","2395.19","9","266.13222222222225","266.13222222222225","97.537002178691552","85.539950910712491","Nairobi","0.34","5.7000000000000051E-2","90.052356020942398","78.975916230366479","San Francisco","0.53","1","0.53","11.05","4.7963800904977372E-2","3.7376081606731754E-2","96.340910817113112","84.490978786608196","Paris","3.7","1.3277000000000001","4.9124900000000009","12.52","0.39237140575079882","0.12365974930908102","99.636266249233103","87.38100550057743","Sydney","136.44","0.96499999999999997","131.66460000000001","16.28","8.0875061425061432","8.0868364996490012","93.828968072923502","82.288004999953912","Toronto","6529.55","0.97109999999999996","6340.8460050000003","9.9499999999999993","637.27095527638198","634.39595527638198","96.181592698169283","84.351256796294464","Rome","1.96","1.3277000000000001","2.6022920000000003","7.97","0.3265109159347554","0.17480737297638513","99.431306491117638","87.201255792710171"
"76","San Francisco",77.7360890894533,"San Francisco","8.5000000000000006E-2","8.5000000000000006E-2","63.04347826086957","55.289130434782614","Paris","2607.1799999999998","1.3277000000000001","3461.5528859999999","12.52","276.48185990415334","276.48185990415334","97.441218455664426","85.455948585617705","Montreal","0.35899999999999999","7.6000000000000012E-2","86.736474694589873","76.067888307155314","New York City","0.43","1","0.43","8.75","4.9142857142857141E-2","3.8555137844611523E-2","96.225482132762622","84.389747830432825","New York City","3.53","1","3.53","8.75","0.40342857142857141","0.13471691498685362","99.603742615898099","87.352482274142631","Tokyo","7479","1.0200000000000001E-2","76.285800000000009","9.1","8.3830549450549459","8.3823853021978039","93.603435987958392","82.09021336143951","Lagos","72262.5","6.3E-3","455.25375000000003","0.71","641.20246478873241","638.32746478873241","96.157929078462502","84.330503801811616","San Francisco","3.62","1","3.62","11.05","0.32760180995475113","0.17589826699638086","99.427757531268369","87.198143354922365"
"77","Lima",77.6931358491001,"Los Angeles","8.7499999999999994E-2","8.7499999999999994E-2","61.956521739130444","54.335869565217401","Rome","1708.68","1.3277000000000001","2268.6144360000003","7.97","284.64422032622338","284.64422032622338","97.365677524286681","85.389699188799426","Buenos Aires","0.36699999999999999","8.4000000000000019E-2","85.340314136125656","74.843455497382195","Amsterdam","0.35","1.3277000000000001","0.46469500000000002","9.2810000000000006","5.0069496821463201E-2","3.948177752321759E-2","96.134764832321736","84.310188757946165","Washington","3.4","1","3.4","8.25","0.41212121212121211","0.14340955567949432","99.578174014790065","87.33005861097088","Quito","18.46","1","18.46","2.13","8.6666666666666679","8.6659970238095259","93.387013040736065","81.900410436725522","Durban","8750","0.1038","908.25","1.38","658.1521739130435","655.2771739130435","96.05590936578011","84.24103251378915","Madrid","1.58","1.3277000000000001","2.0977660000000005","6.24","0.33618044871794878","0.18447690575957851","99.399849004890953","87.173667577289365"
"78","Cairo",77.6639082768189,"New York City","8.8800000000000004E-2","8.8800000000000004E-2","61.391304347826086","53.840173913043479","Washington","2691.58","1","2691.58","8.25","326.25212121212121","326.25212121212121","96.980605140433781","85.051990708160432","Shanghai","0.37","8.7000000000000022E-2","84.816753926701566","74.384293193717269","Montreal","0.52","0.97109999999999996","0.50497199999999998","10.050000000000001","5.0245970149253728E-2","3.9658250851008117E-2","96.117488231430798","84.295037178964805","Boston","3.33","1","3.33","8","0.41625000000000001","0.14753834355828221","99.566029565932098","87.319407929322452","Warsaw","73.5","0.31690000000000002","23.292149999999999","2.66","8.7564473684210515","8.7557777255639095","93.318501753660371","81.840326037960139","Sydney","11350","0.96499999999999997","10952.75","16.28","672.77334152334151","669.89834152334151","95.967905063892445","84.163852741033679","Amsterdam","2.4","1.3277000000000001","3.18648","9.2799999999999994","0.34337068965517242","0.19166714669680215","99.376457295040979","87.153153047750934"
"79","Berlin",77.3953743852041,"Chicago","9.2499999999999999E-2","9.2499999999999999E-2","59.782608695652179","52.429347826086961","Tel Aviv","7613.78","0.27729999999999999","2111.3011939999997","6.41","329.37616131045235","329.37616131045235","96.951692805461249","85.02663459038952","Tel Aviv","0.37","8.7000000000000022E-2","84.816753926701566","74.384293193717269","Toronto","0.52","0.97109999999999996","0.50497199999999998","9.9529999999999994","5.0735657590676178E-2","4.014793829243056E-2","96.069548213567032","84.252993783298294","Madrid","1.96","1.3277000000000001","2.6022920000000003","6.24","0.41703397435897438","0.14832231791725659","99.563723577640133","87.3173855775904","Berlin","79.5","1.3277000000000001","105.55215000000001","11.29","9.349171833480959","9.348502190623817","92.866196133532796","81.443654009108258","Washington","5704.87","1","5704.87","8.25","691.49939393939394","688.62439393939394","95.855193602406587","84.065004789310578","Washington","2.95","1","2.95","8.25","0.3575757575757576","0.20587221461738733","99.330244542214132","87.112624463521797"
"80","Chicago",77.0192613352127,"Montreal","9.9750000000000005E-2","9.9750000000000005E-2","56.630434782608695","49.664891304347826","Tokyo","329563","1.0200000000000001E-2","3361.5426000000002","9.1","369.40028571428576","369.40028571428576","96.581277940311608","84.701780753653281","Jakarta","0.38100000000000001","9.8000000000000032E-2","82.897033158813258","72.700698080279224","Osaka","43.5","1.0200000000000001E-2","0.44370000000000004","8.3930000000000007","5.2865483140712502E-2","4.2277763842466884E-2","95.861039956506445","84.070132041856155","San Francisco","4.72","1","4.72","11.05","0.42714932126696825","0.15843766482525046","99.533970217377714","87.291291880640259","Buenos Aires","178.8","0.1832","32.756160000000001","3.44","9.5221395348837223","9.5214698920265803","92.734205186546816","81.32789794860156","Osaka","570000","1.0200000000000001E-2","5814","8.39","692.96781883194274","690.09281883194274","95.846355203792498","84.057253513726025","Boston","3","1","3","8","0.375","0.22329645704162973","99.27355898373257","87.062911228733469"
