"","Country","Age.standardized.road.deaths","Food.safety","Age.standardized.suicides","Homicides","Consumption.tax.rate","Rental.housing","GINI.Coefficient","Cost.of.one.prepaid.cellular.minute","Food.-.12.eggs","Monthly.transit.pass","Price.per.square.meter.to.buy.an.apartment","Tube.of.toothpaste","KMs.of.dedicated.public.transportation","HRs/week.dedicated.public.transit","Public.bike.rentals","KMs.of.bike.paths","Commuter.time.by.transit","Commuter.time.by.foot","Commuter.time.to.airport","Real.time.transit.app","Density","Standing.rate.for.a.taxi","Number.of.public.health.clinics","Number.of.public.sexual.health.clinics","Number.of.homeless.shelters","Urban.smoking.scale","Mental.health.outpatient.facilities","Doctor.density","Number.of.cities.connected.through.direct.flights","Getaway.city.bus.cost","Getaway.city.bus.time","Getaway.city.bus.frequency","Getaway.city.plane.cost","Getaway.city.plane.time","Getaway.city.plane.frequency","Hostel.Stay","Youth.unemployment.rate","Employment.initiatives.and.programs.scale","Youth.Employment.Centres","Number.of.new.jobs.created.in.2013","Municipal.water.scale","Smart.cities.initiatives.scale","Quantity.of.annual.recycled.materials","Quantity.of.annual.waste","Carbon.emissions","Recycled.materials","Total.registered.vehicles","Post-secondary.institutions","Average.cost.of.tuition","Full-time.undergrad.enrolment","Student.housing","Student.debt","Age.at.which.you.can.register.a.business","Number.of.entrepreneurship.Incubators","Total.early.stage.entrepreneurial.activity","Ease.of.doing.business.rank","Employment.initiatives.and.programs.scale","Total.green.space/public.space","Number.of.municipally.maintained.sports.facilities/fields","Number.of.public.libraries","Business.banking.availability","Personal.Banking.availability","Number.of.""Chartered"".banks.in.your.city","Online.banking","Mobile.banking","Financial.literacy","Languages.to.vote.in","Diversity.of.food","Openness.to.LGBTQ","Openness.to.immigrants","Diversity.of.religion","Global.gender.gap.index","Cellular.competitiveness.level","Average.cost.of.baseline.package.with.data","Free.WIFI.scale","Mobile.phone.infrastructure","Municipal.government.open.urban.data.scale","Gamers.+.Developers.scale","Number.of.nightclubs","Music.festivals","Grafitti.and.street.art","Number.of.design.schools","Number.of.professional.sports.teams","Number.of.pro.sports.facilities","1.pair.of.sport.shoes.(Nike,.Adidas,.or.similar)","1.month.of.gym.membership.in.business.district","FIlm.festivals","Cost.of.a.movie.ticket","Number.of.cinema.seats","Voting.age","Average.age.of.city.councillors.(elected.officials).in.your.city","Volunteer.opportunities","Political.influence.-.Youth.advisory.board","Volunteerism.in.high.school.scale","Number.of.restaurants.in.your.city","Last.call.index","Number.of.food.festivals","Food.-.fast.food","Young.designer.showcase.scale","Number.of.fashion.incubators","Youth.population"
"11","Caracas","0","76.472999999999999","82.563214285714281","0","41.943478260869576","11.715467515923855","71.323211169284463","28.96666731452434","0","75.192064932331306","84.645728698062172","4.464031179961216","26.04436450839329","65.25","4.0588860491557457E-3","9.4777506418883342E-2","45.571428571428577","77.638596491228071","38.666666666666671","87","10.300039341704553","0","0.44835834896810672","0.24757834757835082","0.76228070175439533","65.174999999999997","0","49.657142857142858","4.6389261744966408","65.428877663478943","73.747280334728032","9.2406417112301367E-2","0","79.821319796954313","0.43417085427135677","11.196338387616992","61.50628571428571","42.6","10.65","73.01172349079944","28.366666666666664","70.916666666666657","7.5766921835001328","27.500532293638031","63.074903045861227","15.956249999999999","12.86749517525573","19.872676153594938","62.033218989736845","28.243459084313304","-1.1979750524915289E-14","84.3","12.01428571428572","3.6885964912280791","34.792054794520553","5.3094699225729594","42.05","0.56060580513335101","0.19092992796333","1.0283950617283966","18.876923076923077","19.247058823529411","1.0584103512014782","1.2362720403022665","0.97964071856288704","54.533333333333324","0","23.592727272727277","32.440000000000005","29.533526011560692","35.302352941176473","47.025261780104728","1.9238095238095227","-1.148237060988322E-14","8.08","40.400000000000006","53.86666666666666","40.400000000000006","4.257534246575343","7.7700000000000005","77.400000000000006","15.618749999999999","11.723076923076924","7.7164556962025292","0","0","5.6924999999999999","0","12.084375345985595","45.3","59.932989690721648","8.2578125","0.18875","45.3","0.80207943365745982","31.208333333333332","12.020987654320995","0","4.1192307692307724","0","25.62"
"12","Casablanca","56.365875000000003","87.9","74.087142857142865","86.957859702055686","39.083695652173915","81.249756541771745","68.415183246073298","69.388962379737777","85.868312398752124","77.311824871799402","79.245130998771941","84.102513416873137","3.7090327737809781","61.624999999999993","0","0.12276835271317921","0","71.73684210526315","70.888888888888886","0","32.814830589688441","86.515121803112521","0.48911819887429708","0.24757834757835082","1.5245614035087782","57.933333333333323","0.688089739359938","10.345238095238102","23.194630872483216","78.664176684372379","79.169874476987445","0.83165775401070008","85.73354913312518","82.014213197969539","1.7366834170854271","65.944218814181269","56.313142857142864","85.2","12.78","10.900510758897685","85.1","85.1","0.42718119654161502","5.572944762276542","78.69869881843502","7.9781249999999995","71.079280930705508","10.897166008085673","69.947109473442211","2.9959862338018652","84.3","84.3","24.028571428571425","1.475438596491234","14.285479452054807","43.427456819535436","42.05","4.3268155750409459E-2","3.8185985592665998E-2","1.542592592592589","6.292307692307693","28.870588235294107","1.8144177449168115","1.6483627204030218","1.4694610778443189","81.8","3.1192307692307639","8.1100000000000012","0","30.939884393063583","0.95411764705882018","16.488917975567187","3.8476190476190455","40.971445541667194","8.08","0","67.333333333333329","20.200000000000003","6.9184931506849336","13.5975","77.400000000000006","7.8093749999999993","11.723076923076924","0.96455696202531616","73.497098981471254","73.55171829824765","2.8462499999999999","65.272739461826376","2.8843145462716988","45.3","21.015463917525775","18.875","0","0","0.23408299686523901","31.208333333333332","2.7740740740740786","71.251348502698292","17.849999999999998","0","24.7"
"13","Chicago","73.945875000000001","87.9","52.74","71.556508574569264","52.429347826086961","85.736743688679738","58.711553228621284","78.097982888643187","87.652119589991358","80.399701378429512","85.619770051406832","87.50687202984308","8.3569144684252592","87","13.016838790311249","7.3862533415841618","55.698412698412703","54.540350877192985","50.911111111111111","87","13.33264812263851","85.624731567644957","0.28531894934334512","1.4854700854700802","76.228070175438603","57.933333333333323","5.562058726492892","49.657142857142858","68.134228187919462","86.04134495641344","69.409205020920496","0.36962566844920547","86.357839933884833","63.155329949238578","11.722613065326632","83.053545124455866","57.611428571428569","85.2","44.73","21.828108952452414","85.1","85.1","85.1","75.504213467648384","35.863606434121614","37.231249999999996","28.789747711872607","10.834309108998795","69.601575820682172","38.04752488351771","80.374356568691866","73.743494181818178","20.023809523809522","14.016666666666669","21.428219178082191","72.629541393686722","0","0.48710777858406029","12.655926653569095","11.655144032921813","18.876923076923077","0","10.73530499075785","12.568765743073042","25.470658682634735","81.8","46.78846153846154","80.362727272727284","72.990000000000009","16.407514450867055","56.292941176470585","68.680235602094243","15.390476190476194","67.500391624229792","48.480000000000004","80.800000000000011","67.333333333333329","80.800000000000011","14.10308219178083","33.022500000000001","77.400000000000006","7.8093749999999993","17.584615384615386","7.7164556962025292","76.028543566414001","75.821708749281314","26.565000000000001","74.538958313243839","57.270657846629817","45.3","13.231958762886594","5.30859375","0","15.1","16.297401445791451","37.450000000000003","28.665432098765436","74.193306630754861","1.3730769230769206","3.9666666666666677","24.05"
"14","Dallas","73.945875000000001","87.9","52.74","76.010468487220251","56.242391304347819","85.973625316227796","60.226788830715527","81.622002852291416","87.603276729764957","84.008116448703262","86.252259456184433","87.294603225229679","4.1483213429256569","74.053571428571431","0.14065956677266769","14.434936005830904","41.428571428571431","36.631578947368425","30.933333333333334","87","10.67117620488173","85.91656571774682","1.7526735459662364","3.2185185185185112","16.007894736842104","57.933333333333323","5.562058726492892","49.657142857142858","57.986577181208055","85.583750590458195","79.712133891213398","0.46203208556149455","86.289243654741924","76.751269035532999","11.722613065326632","83.723491983376377","65.725714285714275","42.6","10.65","85.2","56.733333333333327","56.733333333333327","7.1403619261872651","85.1","33.528443771506531","15.956249999999999","24.205779829154629","13.805818262920639","69.463472539831272","35.703889224086723","79.779133381742838","72.050609241379306","12.01428571428572","19.918421052631583","21.428219178082191","72.629541393686722","42.05","3.4661921554783652","2.8639489194499026","4.4563786008230482","18.876923076923077","0","10.130499075785583","12.156675062972287","22.041916167664677","54.533333333333324","0","64.142727272727285","64.88000000000001","16.407514450867055","77.283529411764718","68.680235602094243","9.6190476190476257","62.446567293339093","56.56","80.800000000000011","67.333333333333329","60.6","7.3176369863013715","15.540000000000001","77.400000000000006","1.1156249999999999","14.653846153846152","2.8936708860759488","75.968555907672879","76.103700517193658","8.5387500000000003","74.513199697342628","49.618671236667026","45.3","17.123711340206178","4.12890625","4.4041666666666739","0","12.70726020785786","12.483333333333325","13.87037037037037","74.099422711846771","15.103846153846147","0","23.65"
"15","Dar Es Salaam","49.553624999999997","52.74","12.55714285714285","46.137921481573166","19.065217391304362","16.823530385143425","71.323211169284463","0","66.96252783916097","1.8905032307842955","83.502421164054724","68.599992435368634","0.48449240607514016","0","0","0","87","70.21052631578948","81.199999999999989","0","8.9340034499648624","62.831081395890607","4.4835834896810551","1.1141025641025644","11.586666666666673","50.691666666666663","0.77410095677994095","0","4.0590604026845547","86.352202318229715","65.071129707112959","0.36962566844920547","84.129681854691569","86.4","5.2100502512562805","0","65.887999999999991","42.6","6.39","19.632093956570042","56.733333333333327","85.1","3.2350477659816366","0.8509841002337214","72.277816963435129","14.626562499999999","82.267757334738519","2.1971953849812631","29.454825589753838","2.8277004687646414","84.057474705849629","0","12.01428571428572","2.9508771929824564","53.455342465753432","20.436450268016682","0","4.232364165460565E-2","1.636542239686193E-2","2.399588477366255","18.876923076923077","0","6.0480591497227367","4.7390428211586881","11.755688622754493","54.533333333333324","0","11.059090909090912","0","20.626589595375719","3.8164705882352923","58.737347294938907","9.6190476190476257","12.879498264911842","0","80.800000000000011","0","20.200000000000003","3.1931506849315157","7.3815","77.400000000000006","5.578125","11.723076923076924","8.6810126582278464","48.806507054704952","57.397036810755701","2.8462499999999999","13.891188818250461","7.5305727416471402E-2","45.3","36.582474226804123","0.58984375","0","0","0","9.3625000000000007","1.8493827160493856","58.75858177506489","1.3730769230769206","0","35.29"
"16","Detroit","73.945875000000001","87.9","52.74","35.111619775155297","64.821739130434793","86.14442991933943","59.384991273996498","86.92348806005856","87.7","83.841055428542916","87.173938108690564","87.453681918511293","0.10895283772980946","61.366071428571423","0","19.442847977528082","49.714285714285715","62.375438596491236","0","87","14.883667364206667","85.929120852578649","1.0189962476547847","6.9321937321937366","32.7780701754386","57.933333333333323","5.562058726492892","49.657142857142858","35.951677852348986","85.673888562064036","75.554811715481179","1.0164705882352905","86.295329748923905","71.049746192893394","17.366834170854268","84.270903607007298","60.208000000000006","85.2","8.52","0","85.1","85.1","1.9564169290759599","28.404219485141393","27.144293450932736","21.274999999999999","24.681857345230519","15.114103341363098","63.105142743821055","32.861200722397818","81.184781608505375","72.431559877300614","12.01428571428572","3.6885964912280791","21.428219178082191","72.629541393686722","0","1.6068081802062224","3.1639816633922764","3.5993827160493823","18.876923076923077","0","4.6872458410351134","6.1813602015113318","14.694610778443119","81.8","0","30.22818181818182","48.660000000000004","17.345086705202302","55.338823529411769","68.680235602094243","9.6190476190476257","64.504052754205873","32.32","80.800000000000011","67.333333333333329","80.800000000000011","3.5922945205479535","13.5975","77.400000000000006","3.3468749999999998","8.7923076923076877","5.7873417721518976","76.095636165859261","76.180807668985182","18.026250000000001","75.23577628186699","75.900000000000006","45.3","44.365979381443296","3.5390625","0","0","3.7030079870479669","24.966666666666661","42.420216049382717","74.231836642910238","16.476923076923079","3.9666666666666677","22.91"
"17","Dubai","74.385374999999996","87.9","80.679642857142852","76.311013216302925","87.7","74.789276687566385","85.098080279232107","77.668849919251727","84.268653135531665","62.00096152406153","70.325872019856362","81.703471537958976","2.0137729816147076","87","1.9396029243239792","0.63213937773457218","29.460317460317459","41.719298245614041","79.911111111111111","87","0.49881470505489955","85.17188985113917","0.81519699812383262","0","0","57.933333333333323","0.14335202903330549","37.24285714285714","56.536912751677846","0","86.761506276150627","0","85.79847486150166","24.99898477157361","2.6050251256281403","71.143094828394226","69.782857142857139","0","2.13","13.278342015548018","28.366666666666664","85.1","11.052021518876991","11.744886054142036","0","18.615624999999998","33.910559504860508","15.378241497770729","0","4.8380353886908543","65.609151977149835","84.3","12.01428571428572","4.4263157894736906","14.285479452054807","66.26819535437761","0","0.60656082159286717","0.300032743942374","0.85699588477365396","0","0","6.5016635859519365","8.0357682619647317","11.265868263473061","54.533333333333324","0","47.922727272727279","8.1100000000000012","20.157803468208087","36.256470588235295","32.34092495636996","0","37.94716143650426","40.400000000000006","80.800000000000011","67.333333333333329","60.6","12.506506849315079","10.68375","0","1.1156249999999999","29.307692307692307","27.972151898734175","72.22859259952557","72.612729293064987","4.7437500000000004","60.663857875756236","15.118756643009281","0","35.609536082474229","17.10546875","0","0","0.77431454697874935","31.208333333333332","11.096296296296304","71.562467657688373","0","7.9333333333333353","33.4"
"18","Durban","41.972249999999995","70.319999999999993","81.307500000000005","46.914041456626144","34.317391304347829","81.096301412500424","20.815357766143102","75.53721448672357","84.237009575059034","75.4964743502305","84.24103251378915","85.90309826594239","0","0","0","0","0","72.347368421052636","0","0","3.2337143837082714","87","1.2227954971857489","2.723361823361822","4.5736842105263227","57.933333333333323","19.610557571758498","14.483333333333325","1.7395973154362341","77.720119118522931","74.470292887029288","3.1418181818181852","85.926185270413157","71.049746192893394","16.932663316582914","75.719956140453576","24.781028571428575","85.2","12.78","30.543030659684362","85.1","85.1","18.06322219989989","27.702539749244153","50.134288612844244","15.956249999999999","42.847793862245432","5.1532831224048596","62.712544183030268","7.6943037556943352","78.591001879848704","48.030474782608685","12.01428571428572","11.065789473684214","16.589589041095895","55.348719475878497","42.05","2.7255443840527054","0.98192534381139618","15.425925925925926","18.876923076923077","0","1.5120147874306782","1.8544080604533997","2.9389221556886262","54.533333333333324","31.192307692307693","17.694545454545462","81.100000000000009","20.157803468208087","49.614117647058826","70.94480802792323","3.8476190476190455","67.138753327598693","16.16","80.800000000000011","80.800000000000011","20.200000000000003","2.9270547945205534","10.68375","0","14.503124999999999","17.584615384615386","7.7164556962025292","73.682725409824997","74.581464921176092","1.8975","67.536727767111287","0.92267061024953467","45.3","28.798969072164944","13.56640625","0.18875","0","1.6370702610571115E-2","24.966666666666661","5.5481481481481572","71.846708676079729","13.730769230769226","11.900000000000002","27.71"
"19","Hong Kong","60.870750000000001","87.9","66.238928571428573","86.942808532504884","87.7","76.429582400438903","48.824258289703309","83.745029315714433","85.934987077843445","74.771932364110157","52.061626426866205","85.995605040213093","4.8889688249400569","68.875","8.3408627467622273E-2","0.11325169836957442","56.619047619047628","64.308771929824559","25.133333333333329","87","19.570237271949807","84.790705480352514","0.61139774859288065","1.9806267806267819","10.67192982456141","65.174999999999997","0.14335202903330549","37.24285714285714","48.998657718120803","84.428926409684607","79.169874476987445","3.3266310160427879","86.207330298953835","71.049746192893394","18.235175879396984","72.340526064335293","85.2","85.2","29.82","20.615887306956818","28.366666666666664","85.1","20.475387628704951","34.771569038509995","62.363117812643416","55.846874999999997","75.831114738655472","2.4792005171268148","70.809252843087151","6.9909299740735289","82.477152367453883","65.988322777777768","12.01428571428572","11.065789473684214","24.423561643835626","79.441691483025608","84.1","0.15033640699276185","5.6406155861165654","11.140946502057608","18.876923076923077","0","3.4776340110905681","4.3269521410579328","10.286227544910185","54.533333333333324","21.834615384615383","46.448181818181823","32.440000000000005","76.412138728323711","13.357647058823529","46.282198952879597","9.6190476190476257","67.097911781848182","72.72","80.800000000000011","80.800000000000011","80.800000000000011","1.729623287671239","15.981477272727272","77.400000000000006","12.271875","12.309230769230769","13.503797468354426","75.270966295091924","75.349841350217019","28.462499999999999","70.67746268806097","14.608012071360001","45.3","0","15.807812500000001","0","0","16.630155144524373","31.208333333333332","7.3975308641975319","73.88383781712264","1.3730769230769206","51.56666666666667","19.3"
"20","Istanbul","68.561999999999998","0","65.924999999999997","84.315752438745278","19.065217391304362","83.306346304543908","69.792670157068045","80.388926056841356","85.353862201034758","66.173396392217413","81.243846306879973","84.328339479357282","5.373461231015197","65.25","8.2052126525829008E-2","0.40088485710161764","53.857142857142854","43.042105263157893","68.403174603174605","87","7.7434920862648111","84.624152899604454","2.6493902439024497","1.4854700854700802","17.532456140350881","50.691666666666663","0","33.104761904761908","75.962416107382552","78.848685042426922","73.747280334728032","8.7786096256684463","86.217395854527723","73.242639593908635","28.221105527638187","78.209337893075485","56.475428571428573","85.2","4.26","24.244479964202757","28.366666666666664","0","1.1889605155668761","16.246504727829585","68.506217293472503","15.956249999999999","74.480282617842093","1.89083302723469","50.407075181687617","8.8997902044371138","82.280062669661618","80.260166526315786","12.01428571428572","9.5903508771929911","9.2164383561643834","50.890768314472901","84.1","0","0.14183366077275605","2.2281893004115241","18.876923076923077","0","7.4088724584103476","7.4176322418135987","14.204790419161688","0","0","13.270909090909088","40.550000000000004","34.221387283236993","41.981176470588238","23.388787085514814","1.9238095238095227","53.310500563357046","56.56","40.400000000000006","26.93333333333333","40.400000000000006","13.304794520547954","6.7987500000000001","77.400000000000006","10.040625","76.2","21.220253164556958","74.624004025826338","74.329139592135846","21.821249999999999","69.188129127278827","0.93634882191581903","45.3","21.015463917525775","3.5390625","18.937916666666673","0","1.8549642208181376","31.208333333333332","1.8493827160493856","72.414081923460998","1.3730769230769206","3.9666666666666677","25.99"
"21","Jakarta","56.585625","87.9","38.456249999999997","83.473688815343991","49.5695652173913","78.883105011941907","72.700698080279224","73.958264879151884","84.803436947234999","73.740294585377598","74.908437196009302","85.008363367179697","4.636290967226226","61.624999999999993","0","5.6489401355430006E-2","0.46031746031746279","86.389473684210515","4.5111111111111155","87","54.428498413442078","85.337587609241154","13.899108818011259","0","55.646491228070175","50.691666666666663","2.8670405806651218E-2","2.0690476190476179","15.366442953020131","82.776852110707296","80.254393305439336","4.2506951871657774","86.198208653437149","57.015228426395929","38.641206030150748","77.621631487976771","64.346285714285713","85.2","0","20.615887306956818","0","0","0.34418730794730096","9.5881471823167921","70.579720366255245","13.296875","53.811045840986971","0.79825948593667928","80.915253189238186","29.011231460667645","84.288066673971301","76.745496598639448","0","2.2131578947368453","50.920821917808219","28.500833829660515","42.05","0.26839010569629079","17.232789783889977","1.0283950617283966","0","4.8117647058823474","11.188909426987061","2.0604534005037771","2.9389221556886262","54.533333333333324","0","30.22818181818182","24.330000000000002","3.7502890173410344","36.256470588235295","42.56688481675392","7.695238095238091","74.376928581160328","48.480000000000004","80.800000000000011","80.800000000000011","40.400000000000006","0","46.620000000000005","0","4.4624999999999995","5.861538461538462","9.6455696202531627","73.22948634988299","74.420427884152502","12.175624999999998","70.17869916206817","4.6630700930817319","60.4","71.608247422680421","3.5390625","0","0","0.57464637511442085","31.208333333333332","13.87037037037037","72.34400139873614","26.088461538461537","3.9666666666666677","25.18"
"22","Johannesburg","41.972249999999995","70.319999999999993","81.307500000000005","26.281803483410524","34.317391304347829","79.84227694443814","39.181849912739963","78.950054670841482","82.766247897183646","48.244422977037047","82.752113847324225","85.574755224859615","2.8281374900079972","57.482142857142854","0","1.5201200607902685","69.507936507936506","69.192982456140356","56.711111111111116","0","7.512709836434893","78.465861434440257","3.260787992495318","1.9806267806267819","22.868421052631586","50.691666666666663","19.610557571758498","14.483333333333325","21.455033557046981","77.720119118522931","72.662761506276155","3.2342245989304863","85.926185270413157","71.049746192893394","16.932663316582914","71.621715788135319","0.6491428571428548","85.2","42.6","15.897253118269001","85.1","85.1","0.2116154737820389","17.556212144546713","68.509159078795591","15.956249999999999","6.5623369119839374","0.98880251198582492","67.08026984332669","7.9757413299862634","76.06570974419995","81.33963738869565","12.01428571428572","12.541228070175448","16.589589041095895","55.348719475878497","0","2.3199654560254492","3.0057825802226588","13.883333333333324","18.876923076923077","0","2.5704251386321566","3.2967254408060436","5.3880239520958204","54.533333333333324","31.192307692307693","22.855454545454553","81.100000000000009","30.471098265895954","62.97176470588235","70.94480802792323","3.8476190476190455","67.138753327598693","32.32","80.800000000000011","6.7333333333333298","20.200000000000003","10.3777397260274","13.5975","77.400000000000006","43.509374999999999","20.515384615384612","5.7873417721518976","73.130894160181938","74.760530750607671","21.821249999999999","64.839733485865679","0.72477805614030311","45.3","28.798969072164944","15.3359375","9.4375","0","2.1889237131815213","24.966666666666661","7.3975308641975319","71.480395522062111","28.834615384615379","3.9666666666666677","27.71"
"23","Karachi","49.553624999999997","46.587000000000003","38.456249999999997","73.033561715220955","0","81.772894682856318","85.098080279232107","56.796049942946432","87.443839610013939","68.424785569813878","77.461907798268314","83.875864081368931","1.1590727418065565","0","0","0","0","33.375438596491229","0","87","20.407099216192186","86.003032107580495","10.189962476547846","37.136752136752136","3.8114035087719391","65.174999999999997","5.7627515671395502","14.483333333333325","17.97583892617449","82.456691253951519","82.423430962343105","2.587379679144389","83.900118806618963","73.242639593908635","2.6050251256281403","82.82809800541817","75.138285714285715","85.2","31.95","20.615887306956818","56.733333333333327","85.1","0.57050335364521232","0.64192065764023565","70.471750452157693","13.296875","74.483145500900463","0.57151468623935653","71.561178790450654","5.8415948541321283","84.191621509176542","84.3","12.01428571428572","0.73771929824562299","20.736986301369871","10.218225134008341","42.05","3.3406973424856289E-2","1.4237917485265261","13.197736625514402","18.876923076923077","81.8","4.6872458410351134","1.2362720403022665","3.4287425149700694","54.533333333333324","6.2384615384615394","50.13454545454546","16.220000000000002","81.100000000000009","15.265882352941182","0","7.695238095238091","71.669551738741234","48.480000000000004","80.800000000000011","53.86666666666666","60.6","0","15.540000000000001","77.400000000000006","10.040625","14.653846153846152","4.8227848101265813","75.642801349526877","74.832711645712081","20.872499999999999","64.255903674351913","0.21322666318264663","45.3","42.342268041237098","27.72265625","0","11.324999999999999","0.34301914700992558","0","22.192592592592597","72.945117906602178","1.3730769230769206","3.9666666666666677","28.8"
"24","Lagos","33.841500000000003","58.893000000000001","65.072908163265296","84.298841080597015","68.634782608695659","62.217154364758358","56.323909249563698","68.391554950678881","80.127531334048271","86.215877282417466","84.330503801811616","76.418212690787357","0.5099920063948844","57.999999999999993","0","0","15.190476190476199","57.898245614035091","18.68888888888889","0","57.768762686578874","49.827522372271169","11.494277673545977","0.24757834757835082","2.2868421052631613","57.933333333333323","5.7340811613327131E-2","6.2071428571428537","9.5677852348993309","64.608296353463246","67.023263598326352","1.4785026737967972","85.467771068266572","66.663959390862942","0.86834170854271353","15.495541760107082","0","85.2","13.845000000000001","15.212169386638164","28.366666666666664","85.1","2.3737090562160996","11.531739921981007","80.266715455608733","13.296875","83.007317317272964","0.27108777753043573","79.308263734956938","9.9544630173585116","81.38585363983043","84.3","12.01428571428572","5.1640350877193013","84.1","55.398808814770696","0","1.3370374687899811E-2","1.636542239686193E-2","1.7139917695473199","18.876923076923077","0","3.3264325323475017","3.7088161209067994","9.3065868263473099","0","0","6.6354545454545502","0","19.220231213872825","0.95411764705882018","30.748647469458987","13.466666666666672","41.077360625531689","8.08","80.800000000000011","80.800000000000011","80.800000000000011","29.137499999999999","3.8850000000000002","0","31.237499999999997","11.723076923076924","1.9291139240506323","71.414111889529664","66.647451519299153","0.94874999999999998","41.251171543596499","0","45.3","28.798969072164944","2.359375","0.56625000000000003","0","8.6054668558334255E-2","74.900000000000006","6.4728395061728392","63.61161894004443","21.969230769230773","0","30.43"
"25","Lima","61.749749999999999","70.210125000000005","80.679642857142852","83.253999840663852","68.634782608695659","81.391698976980365","61.68080279232111","78.370910822026019","87.112441235317206","82.733630924961261","79.767391160575897","81.853428271923619","2.2094244604316571","57.999999999999993","0.60483229081214163","1.3304353030894278","0","85.168421052631572","77.333333333333329","87","9.9930339403463204","73.598581255639743","1.4673545966228914","3.7844118844118833","3.049122807017544","57.933333333333323","7.052919828439447","20.69047619047619","0","85.642762091137826","81.338912133891213","5.9140106951871649","86.086395295142694","73.242639593908635","13.025125628140703","74.070894226833474","65.725714285714275","85.2","8.52","19.826933367637292","56.733333333333327","14.183333333333325","2.731991938399088","11.238249270368783","75.432856244923428","31.912499999999998","70.881882999669088","2.3489179152985753","4.1873800546729454","49.865081171832237","76.598904604170826","0","12.01428571428572","0","46.082191780821923","73.130434782608688","0","1.140038401884317E-2","8.6791290111329484","9.0841563786008148","18.876923076923077","0","2.721626617375223","2.6785894206549106","8.8167664670658787","54.533333333333324","0","18.431818181818187","40.550000000000004","43.597109826589595","43.889411764705883","59.303490401396161","3.8476190476190455","80.800000000000011","32.32","80.800000000000011","80.800000000000011","40.400000000000006","8.9142123287671247","30.802500000000002","0","32.353124999999999","49.823076923076925","8.6810126582278464","72.725836967711388","73.439210892655211","6.6412500000000003","66.971952622988596","3.5292602567840801","45.3","56.041237113402055","75.5","0","0","10.883189407843467","74.900000000000006","9.2469135802469182","71.767569194642334","0","0","28.8"
"26","London","87.9","87.9","71.261785714285708","86.791408842959683","11.439130434782607","83.745698853667918","79.435078534031405","85.701777180406438","86.928786085895851","73.770451255373331","77.462477691229978","87.217870941757681","9.9680255795363788","61.107142857142861","27.70948075108446","7.8740188454198421","52.015873015873019","50.470175438596492","87","87","15.651099606246701","85.331119236749004","86.9","86.9","55.646491228070175","57.933333333333323","1.6915539425931998","55.864285714285707","51.608053691275167","84.042526132100164","70.493723849372387","0.36962566844920547","86.331554760230631","68.856852791878183","73.80904522613065","83.766956189130553","48.847999999999999","85.2","0","18.686694586269077","85.1","85.1","49.205745957777403","83.345864842697267","49.628451752060279","18.615624999999998","54.746858787937157","4.2803626159074","68.935942323966543","9.7806204410099227","79.618931714047633","68.292321324840756","20.023809523809522","22.86929824561404","8.5252054794520635","72.629541393686722","42.05","0.29216111372867554","12.344983628028812","58.275720164609048","18.876923076923077","9.6235294117646948","24.192236598890933","18.779560993163006","24.630966638152273","54.533333333333324","77.980769230769241","81.100000000000009","72.990000000000009","39.378034682080923","69.650588235294123","65.849520069808023","17.314285714285717","73.098375088825279","56.56","80.800000000000011","80.800000000000011","80.800000000000011","51.356506849315068","71.872500000000002","0","71.399999999999991","49.823076923076925","34.724050632911386","75.913337092744214","75.778859522381197","75.900000000000006","72.085319747711793","26.93867707001306","45.3","7.3943298969072169","25.953125","0.81791666666667384","0","12.202282538757196","12.483333333333325","10.17160493827161","73.949310814876156","12.357692307692306","71.399999999999991","23.67"
"27","Los Angeles","73.945875000000001","87.9","52.74","80.732768221144525","54.335869565217401","85.539950910712491","56.109633507853403","82.694400645030939","87.450180060265737","84.502991461247916","84.967677099337735","87.54318430568847","4.2190247801758627","80.785714285714292","0","2.4967563364055287","30.380952380952383","31.03508771929825","35.44444444444445","87","8.4468903801125954","85.894495760145375","1.1412757973733605","6.3245014245014231","24.392982456140352","57.933333333333323","5.562058726492892","49.657142857142858","40.880536912751673","85.742465753424653","70.855230125523022","0.64684491978609726","86.344356618723012","68.856852791878183","30.826130653266329","82.759874988437119","54.852571428571423","85.2","2.13","40.348497460349023","56.733333333333327","85.1","3.4931969163113834","36.656284547469419","52.19823609848644","23.934374999999999","14.525339108988133","6.3060434733845918","63.381771339617906","30.672244833126257","80.315267124889814","77.199785666666656","84.1","19.180701754385971","21.428219178082191","56.951578320428823","84.1","0.48221332217791679","0.49641781270464613","12.169341563786006","18.876923076923077","0","9.6768946395563713","13.564651553316537","15.772215568862283","54.533333333333324","28.073076923076922","33.177272727272737","72.990000000000009","16.407514450867055","72.512941176470591","68.680235602094243","15.390476190476194","68.631879087957813","48.480000000000004","80.800000000000011","80.800000000000011","80.800000000000011","38.716952054794525","39.821249999999999","77.400000000000006","26.774999999999999","26.376923076923077","0.96455696202531616","76.121223953897498","76.073378317752571","48.386250000000004","74.467370826551743","34.571491342505354","45.3","17.123711340206178","5.30859375","1.8875","0","7.0610754963349445","24.966666666666661","71.201234567901238","74.246385092628771","21.969230769230773","19.833333333333339","24.4"
